2025-04-26 14:26:07,744 - DEBUG - Debug logging enabled
2025-04-26 14:26:07,744 - INFO - No existing job mappings file found at outputs/hume\job_mappings.json
2025-04-26 14:26:07,744 - INFO - Output directories initialized
2025-04-26 14:26:07,744 - INFO - Processing specific file: sample_audio.mp4
2025-04-26 14:26:07,744 - INFO - Processing file: sample_audio.mp4
2025-04-26 14:26:07,746 - INFO - No existing ElevenLabs job mappings file found at outputs/elevenlabs/elevenlabs_job_mappings.json
2025-04-26 14:26:07,746 - INFO - ElevenLabs client initialized
2025-04-26 14:26:07,746 - DEBUG - API key found (ends with: 287a)
2025-04-26 14:26:07,746 - INFO - File size: 4.76 MB
2025-04-26 14:26:07,746 - INFO - Transcribing audio file: input_files\sample_audio.mp4
2025-04-26 14:26:07,746 - INFO - This may take a while depending on the file size and length...
2025-04-26 14:26:07,757 - DEBUG - Starting new HTTPS connection (1): api.elevenlabs.io:443
2025-04-26 14:26:33,218 - DEBUG - https://api.elevenlabs.io:443 "POST /v1/speech-to-text HTTP/1.1" 200 None
2025-04-26 14:26:33,276 - DEBUG - API Response: {
  "language_code": "eng",
  "language_probability": 0.9786101579666138,
  "text": "... it's memos to AI transcription guy, now. Perfect. So, yeah, so basically, um, we wanna take the principles of touchy-feely... Are you in it right now? I took it in law school. That's super cool. Uh, but a lot of... I'm not in it, so- Yeah. ... this will make more sense to you than me. But basically, the principles around, uh, speaking frequency and the language you use and- Right. ... all that kind of stuff,...
2025-04-26 14:26:33,276 - INFO - Transcription successful! Text length: 10400 characters
2025-04-26 14:26:33,279 - INFO - Detected language: eng (confidence: 0.98)
2025-04-26 14:26:33,279 - INFO - Word count: 1868 words
2025-04-26 14:26:33,325 - INFO - Transcript saved to outputs/elevenlabs\sample_audio_transcript.json
2025-04-26 14:26:33,325 - INFO - Cleaned transcript saved to outputs/elevenlabs\sample_audio_transcript_cleaned.txt
2025-04-26 14:26:33,325 - INFO - ElevenLabs job mappings saved to outputs/elevenlabs/elevenlabs_job_mappings.json
2025-04-26 14:26:33,325 - INFO - ElevenLabs transcription completed for sample_audio
2025-04-26 14:26:33,330 - INFO - Hume AI client initialized
2025-04-26 14:26:33,330 - DEBUG - API key found (ends with: x4wM)
2025-04-26 14:26:33,330 - INFO - Submitting new job for sample_audio
2025-04-26 14:26:33,330 - INFO - Opening file: input_files\sample_audio.mp4
2025-04-26 14:26:33,330 - DEBUG - Using config: {"models": {"prosody": {"identify_speakers": true, "window": {"length": 4, "step": 1}}, "language": {"identify_speakers": true, "sentiment": {}, "granularity": "sentence"}}}
2025-04-26 14:26:33,332 - INFO - File size: 4.76 MB
2025-04-26 14:26:33,333 - INFO - Submitting job for audio file: input_files\sample_audio.mp4
2025-04-26 14:26:33,333 - INFO - This may take a while depending on the file size and length...
2025-04-26 14:26:33,341 - DEBUG - Starting new HTTPS connection (1): api.hume.ai:443
2025-04-26 14:26:34,599 - DEBUG - https://api.hume.ai:443 "POST /v0/batch/jobs HTTP/1.1" 200 None
2025-04-26 14:26:34,599 - DEBUG - API Response: {'job_id': 'd13f8cb6-9f79-4bd2-9d14-a2780d83cdaa'}
2025-04-26 14:26:34,599 - INFO - Job submitted successfully! Job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:26:34,599 - INFO - Job mappings saved to outputs/hume\job_mappings.json
2025-04-26 14:26:34,607 - INFO - Job ID saved to job_id.txt
2025-04-26 14:26:34,607 - INFO - Waiting for job completion (max 600 seconds)
2025-04-26 14:26:34,608 - INFO - Waiting for job d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa to complete (max 600 seconds)...
2025-04-26 14:26:34,609 - DEBUG - Checking job status for job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:26:34,611 - DEBUG - Starting new HTTPS connection (1): api.hume.ai:443
2025-04-26 14:26:34,775 - DEBUG - https://api.hume.ai:443 "GET /v0/batch/jobs/d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa HTTP/1.1" 200 None
2025-04-26 14:26:34,775 - DEBUG - Job status: IN_PROGRESS
2025-04-26 14:26:39,778 - DEBUG - Checking job status for job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:26:39,778 - DEBUG - Starting new HTTPS connection (1): api.hume.ai:443
2025-04-26 14:26:39,932 - DEBUG - https://api.hume.ai:443 "GET /v0/batch/jobs/d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa HTTP/1.1" 200 None
2025-04-26 14:26:39,932 - DEBUG - Job status: IN_PROGRESS
2025-04-26 14:26:44,937 - DEBUG - Checking job status for job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:26:44,937 - DEBUG - Starting new HTTPS connection (1): api.hume.ai:443
2025-04-26 14:26:45,106 - DEBUG - https://api.hume.ai:443 "GET /v0/batch/jobs/d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa HTTP/1.1" 200 None
2025-04-26 14:26:45,107 - DEBUG - Job status: IN_PROGRESS
2025-04-26 14:26:50,109 - DEBUG - Checking job status for job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:26:50,109 - DEBUG - Starting new HTTPS connection (1): api.hume.ai:443
2025-04-26 14:26:50,257 - DEBUG - https://api.hume.ai:443 "GET /v0/batch/jobs/d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa HTTP/1.1" 200 None
2025-04-26 14:26:50,257 - DEBUG - Job status: IN_PROGRESS
2025-04-26 14:26:55,264 - DEBUG - Checking job status for job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:26:55,264 - DEBUG - Starting new HTTPS connection (1): api.hume.ai:443
2025-04-26 14:26:55,414 - DEBUG - https://api.hume.ai:443 "GET /v0/batch/jobs/d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa HTTP/1.1" 200 None
2025-04-26 14:26:55,414 - DEBUG - Job status: IN_PROGRESS
2025-04-26 14:27:00,420 - DEBUG - Checking job status for job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:27:00,420 - DEBUG - Starting new HTTPS connection (1): api.hume.ai:443
2025-04-26 14:27:00,550 - DEBUG - https://api.hume.ai:443 "GET /v0/batch/jobs/d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa HTTP/1.1" 200 None
2025-04-26 14:27:00,550 - DEBUG - Job status: IN_PROGRESS
2025-04-26 14:27:05,559 - DEBUG - Checking job status for job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:27:05,559 - DEBUG - Starting new HTTPS connection (1): api.hume.ai:443
2025-04-26 14:27:05,721 - DEBUG - https://api.hume.ai:443 "GET /v0/batch/jobs/d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa HTTP/1.1" 200 None
2025-04-26 14:27:05,721 - DEBUG - Job status: IN_PROGRESS
2025-04-26 14:27:10,727 - DEBUG - Checking job status for job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:27:10,727 - DEBUG - Starting new HTTPS connection (1): api.hume.ai:443
2025-04-26 14:27:10,861 - DEBUG - https://api.hume.ai:443 "GET /v0/batch/jobs/d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa HTTP/1.1" 200 None
2025-04-26 14:27:10,863 - DEBUG - Job status: IN_PROGRESS
2025-04-26 14:27:15,865 - DEBUG - Checking job status for job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:27:15,865 - DEBUG - Starting new HTTPS connection (1): api.hume.ai:443
2025-04-26 14:27:16,008 - DEBUG - https://api.hume.ai:443 "GET /v0/batch/jobs/d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa HTTP/1.1" 200 None
2025-04-26 14:27:16,008 - DEBUG - Job status: COMPLETED
2025-04-26 14:27:16,008 - INFO - Job completed successfully!
2025-04-26 14:27:16,008 - INFO - Retrieving predictions for job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:27:16,016 - INFO - Getting predictions for job ID: d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa
2025-04-26 14:27:16,017 - DEBUG - Starting new HTTPS connection (1): api.hume.ai:443
2025-04-26 14:27:16,286 - DEBUG - https://api.hume.ai:443 "GET /v0/batch/jobs/d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa/predictions HTTP/1.1" 200 None
2025-04-26 14:27:16,381 - INFO - Prediction data is a list with 1 items
2025-04-26 14:27:16,580 - INFO - Predictions saved to outputs/hume\job_d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa_predictions.json
2025-04-26 14:27:16,580 - INFO - Processing predictions data for sample_audio
2025-04-26 14:27:16,580 - INFO - Loading predictions from outputs/hume\job_d13f8cb6-9f79-4bd2-9d14-a2780d83cdaa_predictions.json
2025-04-26 14:27:16,649 - INFO - Predictions format: list with 1 items
2025-04-26 14:27:16,649 - INFO - Starting to extract speaker segments from predictions
2025-04-26 14:27:16,649 - INFO - Found grouped_predictions in prosody data
2025-04-26 14:27:16,657 - INFO - Processing data for speaker: spk_0
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Interest', 0.5657016038894653), ('Surprise (positive)', 0.4593133330345154), ('Admiration', 0.2527740001678467)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Surprise (positive)', 0.3592243194580078), ('Interest', 0.3299911916255951), ('Admiration', 0.315665602684021)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Interest', 0.6055213809013367), ('Surprise (positive)', 0.4564194679260254), ('Admiration', 0.3747979402542114)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Contemplation', 0.39015892148017883), ('Interest', 0.2840293347835541), ('Realization', 0.25263211131095886)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Contemplation', 0.2575065791606903), ('Interest', 0.2275158166885376), ('Determination', 0.18769311904907227)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Contemplation', 0.5008590221405029), ('Interest', 0.4103558361530304), ('Satisfaction', 0.38303035497665405)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Contemplation', 0.5227728486061096), ('Interest', 0.3873859643936157), ('Amusement', 0.2949916422367096)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Contemplation', 0.36884841322898865), ('Interest', 0.22889339923858643), ('Admiration', 0.14010415971279144)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Interest', 0.31926605105400085), ('Excitement', 0.30626699328422546), ('Amusement', 0.2739333510398865)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Interest', 0.5729334950447083), ('Contemplation', 0.42832085490226746), ('Admiration', 0.19154304265975952)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Interest', 0.35799935460090637), ('Excitement', 0.278615266084671), ('Amusement', 0.20652464032173157)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Contemplation', 0.2751113474369049), ('Sympathy', 0.23347508907318115), ('Interest', 0.22065132856369019)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Contemplation', 0.3146298825740814), ('Interest', 0.27705177664756775), ('Awkwardness', 0.2412453442811966)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Concentration', 0.3646409809589386), ('Contemplation', 0.3353259861469269), ('Interest', 0.31591686606407166)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Contemplation', 0.4151321053504944), ('Concentration', 0.37008801102638245), ('Interest', 0.2766956388950348)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Concentration', 0.5084180235862732), ('Contemplation', 0.48748698830604553), ('Doubt', 0.29484960436820984)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Contemplation', 0.7728034257888794), ('Concentration', 0.5992770791053772), ('Interest', 0.2730244994163513)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Contemplation', 0.8000269532203674), ('Concentration', 0.5396782755851746), ('Interest', 0.27145808935165405)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Contemplation', 0.3468029499053955), ('Concentration', 0.3244445025920868), ('Interest', 0.24125058948993683)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Interest', 0.6749202013015747), ('Contemplation', 0.47254419326782227), ('Concentration', 0.3574182987213135)]
2025-04-26 14:27:16,657 - DEBUG - Top emotions for segment: [('Interest', 0.5904741287231445), ('Concentration', 0.5678502321243286), ('Contemplation', 0.4241275191307068)]
2025-04-26 14:27:16,663 - DEBUG - Top emotions for segment: [('Concentration', 0.4678500294685364), ('Contemplation', 0.2553333640098572), ('Calmness', 0.2299126833677292)]
2025-04-26 14:27:16,663 - DEBUG - Top emotions for segment: [('Contemplation', 0.25713875889778137), ('Doubt', 0.2510872185230255), ('Confusion', 0.1811675727367401)]
2025-04-26 14:27:16,663 - DEBUG - Top emotions for segment: [('Concentration', 0.33234715461730957), ('Contemplation', 0.2632867395877838), ('Calmness', 0.20252417027950287)]
2025-04-26 14:27:16,663 - DEBUG - Top emotions for segment: [('Contemplation', 0.47056177258491516), ('Calmness', 0.33448413014411926), ('Interest', 0.32157281041145325)]
2025-04-26 14:27:16,663 - DEBUG - Top emotions for segment: [('Contemplation', 0.38832131028175354), ('Interest', 0.3616006076335907), ('Admiration', 0.19241520762443542)]
2025-04-26 14:27:16,665 - DEBUG - Top emotions for segment: [('Interest', 0.49507835507392883), ('Admiration', 0.4420267939567566), ('Amusement', 0.21044397354125977)]
2025-04-26 14:27:16,665 - DEBUG - Top emotions for segment: [('Admiration', 0.4377705752849579), ('Interest', 0.3942483067512512), ('Excitement', 0.2820596992969513)]
2025-04-26 14:27:16,665 - DEBUG - Top emotions for segment: [('Amusement', 0.3938557505607605), ('Awkwardness', 0.24268293380737305), ('Confusion', 0.19744715094566345)]
2025-04-26 14:27:16,665 - DEBUG - Top emotions for segment: [('Interest', 0.33689242601394653), ('Contemplation', 0.301930695772171), ('Concentration', 0.1976451873779297)]
2025-04-26 14:27:16,666 - DEBUG - Top emotions for segment: [('Contemplation', 0.42805951833724976), ('Interest', 0.25409120321273804), ('Doubt', 0.17869776487350464)]
2025-04-26 14:27:16,666 - DEBUG - Top emotions for segment: [('Interest', 0.5885794758796692), ('Amusement', 0.3630743622779846), ('Contemplation', 0.3445502519607544)]
2025-04-26 14:27:16,666 - DEBUG - Top emotions for segment: [('Interest', 0.23972941935062408), ('Concentration', 0.19178780913352966), ('Amusement', 0.17014989256858826)]
2025-04-26 14:27:16,666 - DEBUG - Top emotions for segment: [('Interest', 0.1500815600156784), ('Amusement', 0.12078732997179031), ('Disappointment', 0.11424383521080017)]
2025-04-26 14:27:16,666 - DEBUG - Top emotions for segment: [('Concentration', 0.24052374064922333), ('Contempt', 0.1603565365076065), ('Calmness', 0.14387793838977814)]
2025-04-26 14:27:16,666 - DEBUG - Top emotions for segment: [('Contempt', 0.25922471284866333), ('Anger', 0.25347283482551575), ('Concentration', 0.21905450522899628)]
2025-04-26 14:27:16,667 - DEBUG - Top emotions for segment: [('Concentration', 0.5336156487464905), ('Contemplation', 0.361103892326355), ('Calmness', 0.25601422786712646)]
2025-04-26 14:27:16,668 - DEBUG - Top emotions for segment: [('Concentration', 0.4652767777442932), ('Calmness', 0.30683809518814087), ('Contemplation', 0.2714008092880249)]
2025-04-26 14:27:16,668 - DEBUG - Top emotions for segment: [('Concentration', 0.29268744587898254), ('Contemplation', 0.25195565819740295), ('Calmness', 0.2160555124282837)]
2025-04-26 14:27:16,668 - DEBUG - Top emotions for segment: [('Interest', 0.5459983348846436), ('Contemplation', 0.2632712125778198), ('Admiration', 0.22477063536643982)]
2025-04-26 14:27:16,668 - DEBUG - Top emotions for segment: [('Interest', 0.747948408126831), ('Contemplation', 0.27434247732162476), ('Doubt', 0.17880059778690338)]
2025-04-26 14:27:16,668 - DEBUG - Top emotions for segment: [('Interest', 0.601491391658783), ('Admiration', 0.1834891438484192), ('Contemplation', 0.18048325181007385)]
2025-04-26 14:27:16,669 - DEBUG - Top emotions for segment: [('Awkwardness', 0.20258456468582153), ('Doubt', 0.19171015918254852), ('Interest', 0.15783639252185822)]
2025-04-26 14:27:16,669 - DEBUG - Top emotions for segment: [('Concentration', 0.20920626819133759), ('Doubt', 0.18716152012348175), ('Contemplation', 0.13651354610919952)]
2025-04-26 14:27:16,669 - DEBUG - Top emotions for segment: [('Concentration', 0.338601678609848), ('Contemplation', 0.14628614485263824), ('Calmness', 0.12186601758003235)]
2025-04-26 14:27:16,669 - DEBUG - Top emotions for segment: [('Concentration', 0.43148186802864075), ('Calmness', 0.1622062623500824), ('Contemplation', 0.14124952256679535)]
